,Unnamed: 0,id,artist,first_artist,song,weeks_on_chart,peak_rank,lyrics,length,word_count,language,language_score,link
23,1009,3736,Post Malone,Post Malone,Allergic,2,37,"Wasted on Sunday Erase you on Monday Allergic, allergic Gave in by Friday Went straight back to sideways Allergic, allergic  I took your pills and your drugs just to feel something else 'Cause I can't feel you no more  So sad, but true You're friends with all my demons The only one that sees them Too bad for you So sad, but true Gave a hundred million reasons But why can't you believe them? Too bad for you  Yeah, we fight and we fuck until we open the cuts And now we're soberin' up but never sober enough Allergic, allergic Instead of holdin' me down, you're only holding me up It shouldn't be so hard, this is impossible love Allergic, allergic I took your pills and your drugs just to feel something else 'Cause I can't feel you no more  So sad, but true You're friends with all my demons The only one that sees them Too bad for you So sad, but true Gave a hundred million reasons But why can't you believe them? Too bad for you  So sad, but true Gave a hundred million reasons But why can't you believe them? Too bad for you35EmbedShare URLCopyEmbedCopy",7,1,de,0.8571387107310404,https://genius.com/Post-malone-allergic-lyrics
24,1010,22,Post Malone,Post Malone,Better Now,52,3,"You prolly think that you are better now, better now You only say that 'cause I'm not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything You know I say that I am better now, better now I only say that 'cause you're not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything Oh-oh  I did not believe that it would end, no Everything came second to the Benzo You're not even speakin' to my friends, no You knew all my uncles and my aunts though Twenty candles, blow 'em out and open your eyes We were lookin' forward to the rest of our lives Used to keep my picture posted by your bedside Now it's in your dresser with the socks you don't like And I'm rollin', rollin', rollin', rollin' With my brothers like it's Jonas, Jonas Drinkin' Henny and I'm tryna forget But I can't get this shit outta my head  You prolly think that you are better now, better now You only say that 'cause I'm not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything You know I say that I am better now, better now I only say that 'cause you're not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything Oh-oh I seen you with your other dude He seemed like he was pretty cool I was so broken over you Life, it goes on, what can you do? I just wonder what it's gonna take (What's it gonna take?) Another foreign or a bigger chain (Bigger chain) Because no matter how my life has changed I keep on looking back on better days  You prolly think that you are better now, better now You only say that 'cause I'm not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything You know I say that I am better now, better now I only say that 'cause you're not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything Oh-oh  I promise I swear to you, I'll be okay You're only the love of my life (Love of my life) You prolly think that you are better now, better now You only say that 'cause I'm not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything You know I say that I am better now, better now I only say that 'cause you're not around, not around You know I never meant to let you down, let you down Woulda gave you anything, woulda gave you everything Oh-oh158EmbedShare URLCopyEmbedCopy",7,1,de,0.9999951552512211,https://genius.com/Post-malone-better-now-lyrics
25,1017,3717,Post Malone,Post Malone,Saint-Tropez,6,18,"Ooh, yeah, yeah, hey  Such a long time (Wow) I've been waitin', I've been waitin' for a long time (Yeah) Such a long time I've been waitin', I've been waitin' for a long time (Yeah) Such a long time (Ooh)  Ooh, this shit bliss, I'm so rich (Turnt as shit, ooh) Abs like Abercrombie Fitch (Damn, ooh) Mille, on my (Whoa, wrist, wrist) Versace boxers on my dick (On my dick, damn) Bud Light runnin' through my piss (Ooh) On a yacht, 50 meters, it's offish (It's official) 50 carats on my fist (On my fist) The roof go down when I hit switch (Ooh, bitch) I money ball like Bradley Pitt (Bradley Pitt, ayy) I worked so hard for all this shit (All this shit) Pumpin' out classics (Ooh) In the Batmobile, goin' bat shit  Such a long time (Damn) I've been waitin', I've been waitin' for a long time (Such a long time) Such a long time (Such a long time) I've been waitin', I've been waitin' for a long time (For a long time) Such a long time I'm in Saint-Tropez, I had to check wrist (Wow) I just bought my girl a new necklace (A new necklace) One, two, three, four, five, six (Five, six) I'll take 'em all, don't matter what the price is (What the price is) I said I'm sorry mama for my vices (For my vices) You'll never understand what my life is (My life is) One, two, three, four, five, six (Damn) Shit, I'm checking off my bucket list (My bucket list) You try to give advice, I don't need it I've been doin' what I want since fetus What you call a holiday (Ooh), I call another day (Yeah) And I ain't ever stoppin', no apologies  Such a long time (Such a long time) I've been waitin', I've been waitin' for a long time (Such a long time) Such a long time (Such a long time) I've been waitin', I've been waitin' for a long time (A long time) Such a long time  I'm in Saint-Tropez, I had to check wrist45EmbedShare URLCopyEmbedCopy",7,1,de,0.9999953847560565,https://genius.com/Post-malone-saint-tropez-lyrics
26,1042,6777,Rod Wave,Rod Wave,The Greatest,1,78,"(Ayy, ayy, ayy, ayy, ayy, that's probably Tago) Had to run that bitch back I swear, once they see where a nigga come from All of this shit that you had to go through, bruh They don't understand (I bet my last track probably gave you lockjaw, hey, Lilkdubb)  Young nigga from the bottom of the map Came up riding with the strap, iron on his lap One false move, get whacked Got the whole hood on his back And it's just like that For my niggas trapped in the trap Pray to God we all make it back, pray we all make it back Gotta pray we all make it back And I know it's raw that I rap But a street nigga first Tell the crackers free Mac Deezy Ma, look at your son, I'm on TV They didn't believe me Nigga went and got it off the greezy It's hard, but I make it look easy, a crazy achievement Won't really fuck with no rappers All these niggas hustling backwards Misguiding  the youth But long as I know the truth That's another subject for after And I'm riding in the Rover 12 keep on trying to pull me over Asking a nigga if I stole it, I bought it, I own it I remember walking to school Catching the bus early morning, like, Ma, I ain't going I was in the hallways roaming But I still got my diploma, I got my diploma Went to school all twelve years just to get a job selling donuts, man, that's crazy I ain't with the minimum waging I ain't with the modern day slavery The fuck is you saying? Told the crackers, ""Fuck you, pay me"" Had to tell 'em, ""Fuck you, pay me"" It's back to the block Well, I guess it's back to the block In the streets running 'round playing hooky (Hooky) And I ain't never sold no crack, but I'm so street, I can cook it And I know it's hard to find a way But you're bound to see brighter days A million dollars can't change me, nigga 'Cause hard times made me, nigga A hard grind saved me, nigga I got it off the pavement, nigga I got it off the pavement, my nigga  Young nigga from the bottom of the map Came up riding with the strap (Yeah, yeah) Young nigga got the hood on his back He got the whole hood on his back, yeah Didn't think you'd be who you are, my nigga Didn't think you'd take it this far, my nigga (Okay) You like the greatest, you like the greatest to me You like the greatest, you like the greatest to me Give a fuck what they saying, you like the greatest to me, yeah  You like the greatest, you like the greatest to me You like the greatest, you like the greatest to me Yeah, yeah, yeah Fuck what they saying, you like the greatest to me, yeah 'Cause a nigga built off this shit, bruh, this shit in me, bruh, for real Ayy, free C5, man, grrah We ain't forget about you, my nigga Grindin', baby4EmbedShare URLCopyEmbedCopy",7,1,de,0.9999953524139394,https://genius.com/Rod-wave-the-greatest-lyrics
27,1046,7995,Rod Wave Featuring ATR Son Son,Rod Wave,Rags2Riches,20,12,"(Ayy, Zypitano got that gas) (Six, chill, fool, for real, for real) (Yeah) Look Uh, look  We went from rags to riches, uh Project fences to livin' luxury Now we live luxury Straight out that bottom, nobody gave nothing to me Be careful while fucking with me All of my lil' brothers 'bout it, they cuttin' for me Yeah, they gon' cut you for me Lay in the cut with them cutters and cut you for free Say she in love with me (What else?) But save your love, I just want your company I fall in the club for free I give out daps and them hugs, wasn't no one's for me 'Cause that type of shit don't faze a player, uh (What else?) This type of shit is what make a hater  When you got it out the mud, yeah Ran it up, yeah Really don't give no fuck, yeah Don't give no fuck When you turn nothing to something, yeah Really hustlin', yeah Young and gettin' that money, yeah We getting that money, yeah Rags to riches (What else?) Rags to riches, uh (What else?) Rags to riches (What else?) Rags to riches (What else?) Rags to riches, uh (What else?) Rags to riches (What else? Damn) Rags to riches (What else?) Rags to riches, uh (What else?) Rags to riches (What else?) To riches (What else? Damn)  Yeah Rags to riches, rags to (Ayy, Zypitano got that gas) Rags to riches, rags to riches (6, chill, fool, for real, for real) Rags to riches Damn Said ooh, ooh, ooh, ooh, ooh8EmbedShare URLCopyEmbedCopy",7,1,de,0.9999949158895155,https://genius.com/Rod-wave-rags2riches-lyrics
28,1050,4474,Roddy Ricch & Gunna,Roddy Ricch,Start Wit Me,13,56,"(Oh Lord, Jetson made another one)  I been done ride through another nigga city I got a brand new Draco with me Clip got thirty-three, Scottie Pippen Bitch nigga ain't heard of me, I got a Richard Drippin', my sweatsuit Givenchy I brought my strap in the party And my diamonds offset like Cardi Got a bad bitch with me, she a Barbie, huh You don't wanna start with me  Got some hood niggas postin' in Le Jardin I have his nigga on back of a carton Spend Larry Bird, thirty-three on Cartier I got thirty-three bitches with me I'ma float through the city sippin' on some chardonnay Fuck it, I'ma buy it out the bar today Fuck it, I'm buying out Barney's, yay I'ma hang with the gangbangers He only hang with the feds and the rats and the mice If my young nigga pull up with the bullets I'ma pull up with the strap, we gon' get him on sight We gon' make a thriller like Mike Car candy painted, Mike and Ike And my diamonds lookin' like a light I'ma fly a private like a kite Got the Bentley coupe in China white I been done ride through another nigga city I got a brand new Draco with me Clip got thirty-three, Scottie Pippen Bitch nigga ain't heard of me, I got a Richard Drippin', my sweatsuit Givenchy I brought my strap in the party And my diamonds offset like Cardi Got a bad bitch with me, she a Barbie, huh You don't wanna start with me  No, you don't wanna start with me (No, you don't wanna start with me) Niggas pull up with Glock, AK's and TEC's (Uh-huh) Runnin' up your whole block like a full court press No, you don't wanna start with me (No, you don't wanna start with me) No, you don't wanna start with me (No, you don't wanna start with me) I know cold-hearted demons, they can smell your flesh (Uh-huh) Walk up on a pussy nigga, shoot him dead in the chest No, you don't wanna start with me (Nah) Made a lot of plays, hood got J's I kept me a bag with some hard in it (Hard in it) Rappin', made a name Now I get paid for a stage, I keep a guitar with me ('Tar with me) Executive, ayy, black President Escalade Bulletproof with a bar in it (Bar in it) Go against it, it gon' be a hard ending (Hard ending) I fucked and left, I hope it ain't no hard feelings (Nah) Was broke as fuck, that's how I started drug dealin' (Drug) Get some millions, it'll make a nigga love livin' Andrew Jackson, my lil' niece and nephew love twenties Me and Roddy got a get it out the mud business Made a hundred racks on a C-day Made a million dollars on a weekday Fifteen thousand on a cheap day Whippin' up dope like a deep dish Junkies outside, no rebates I been done ride through another nigga city I got a brand new Draco with me Clip got thirty-three, Scottie Pippen Bitch nigga ain't heard of me, I got a Richard Drippin', my sweatsuit Givenchy I brought my strap in the party And my diamonds offset like Cardi Got a bad bitch with me, she a Barbie, huh You don't wanna start with me  Hot girl like Arizona Plug in Colombia, my diamonds in Africa I'm like, ""Fuck the DA"" Groupies been fuckin' my DJ And shawty had an ass on her36EmbedShare URLCopyEmbedCopy",7,1,de,0.9999962360024672,https://genius.com/Roddy-ricch-start-wit-me-lyrics
29,1091,2601,Shawn Mendes & Camila Cabello,Shawn Mendes,Senorita,37,1,"I love it when you call me señorita I wish I could pretend I didn't need ya But every touch is ooh-la-la-la It's true, la-la-la Ooh, I should be runnin' Ooh, you keep me coming for ya  Land in Miami The air was hot from summer rain Sweat drippin' off me Before I even knew her name, la-la-la It felt like ooh-la-la-la, yeah, no Sapphire moonlight We danced for hours in the sand Tequila Sunrise Her body fit right in my hands, la-la-la It felt like ooh-la-la-la, yeah  I love it when you call me señorita I wish I could pretend I didn't need ya But every touch is ooh-la-la-la It's true, la-la-la Ooh, I should be runnin' Ooh, you know I love it when you call me señorita I wish it wasn't so damn hard to leave ya But every touch is ooh-la-la-la It's true, la-la-la Ooh, I should be runnin' Ooh, you keep me coming for ya Locked in the hotel There's just some things that never change You say we're just friends But friends don't know the way you taste, la-la-la (La, la, la) 'Cause you know it's been a long time coming Don't ya let me fall, oh Ooh, when your lips undress me, hooked on your tongue Ooh, love, your kiss is deadly, don't stop  I love it when you call me señorita I wish I could pretend I didn't need ya But every touch is ooh-la-la-la It's true, la-la-la Ooh, I should be runnin' Ooh, you know I love it when you call me señorita I wish it wasn't so damn hard to leave ya (So damn hard to leave ya) But every touch is ooh-la-la-la It's true, la-la-la (True la-la) Ooh, I should be runnin' Ooh, you keep me coming for ya  All along, I've been coming for ya (For you) And I hope it meant something to you (Oh) Call my name, I'll be coming for ya (Coming for you) Coming for ya (Coming for you) For ya For ya (Oh, she loves it when I call) For ya Ooh, I should be runnin' Ooh, you keep me coming for ya156EmbedShare URLCopyEmbedCopy",7,1,de,0.9999963088814936,https://genius.com/Shawn-mendes-and-camila-cabello-senorita-lyrics
30,1094,16,Sheck Wes,Sheck Wes,Mo Bamba,28,6,"16yrold Bitch Daytrip took it to 10  I got hoes Callin' a young nigga phone (Ring, ring) Where's Ali with the mothafuckin' dope? (Bitch, bitch) I be ballin' like a mothafuckin' pro (Like a, huh, like a, huh) I be ballin' like my nigga Mo (Bamba, bitch) Sheck Wes, I ain't a mothafuckin' joke (Haha, hahahahaha) Steph Wes, stay with the fuckin' pole (Pa, pa, pa-pa) You fuck around and get poled (You get poled, bitch) 'Cause I got hoes (So many fuckin' hoes) Callin' a young nigga phone (Ring-ring, ring, ring-ring, ring, ring-ring) Where's Ali with the (Bitch with the) mothafuckin' dope? (Huh) I be ballin' like a mothafuckin' pro (Like a mothafuckin' pro) I be ballin' like my nigga Mo (Bamba, Bamba) Sheck Wes got so many flows (I do it all) Call me Drake, how a nigga contro—  Oh, fuck, shit, bitch (Huh) Young Sheck Wes and I'm gettin' really rich (Ching-ching) See how I caught it 'cause I'm really with the shits (Ping-ping) See me in the streets and I be really with a (Cling, cling), with a Bad bitch (Bitch), niggas straight rockin' (Rock) Niggas straight see me, when they see me, they be coppin' (What?) I'm the best drug dealer, nigga, come and cop it  (Got it) Young Sheck Wes, I'm like the fuckin' Green Goblin (Hahahaha) I got hoes (Hoes, ho) Callin' a young nigga phone, phone (Bitch) Where's Ali with the mothafuckin' dope? (With the mothafuckin' dope) Dope (With the mothafuckin' dope) With the mothafuckin' dope (Bitch) With the dope (Gettin' rich), with my bros (Bitch, shit) I fucked your ho (Shit) And she ain't even let you know (Shit fucked up)  Damn, this nigga nice, fuck is you talking about? ('Cause I got) Bitch (Hoes) And my nigga One-Six, my nigga Ali, the Daytrip nigga, fuck is niggas talking about? (I got hoes, shit Young Sheck Wes, I do it on the go) Uh, woah, uh131EmbedShare URLCopyEmbedCopy",7,1,de,0.9999825397833322,https://genius.com/Sheck-wes-mo-bamba-lyrics
31,1104,3586,Summer Walker,Summer Walker,Playing Games,20,16,"Whip, bought it Crib, got it Job, on it Did I ever Ask you to take me to go Shopping in Paris or go Sailing overseas and just Drape me in Gucci? No All I ever asked was you to Pick up the phone when you alone All I ever asked was you to Show me some love, kisses and hugs No, I never had an issue Go to the club with your boys, baby, I Never wanted you to stay too long Just wanted you to show me off  So won't you say my name, say my name? If you claim you want me, it ain't no thang You acting kind of shady You ain't been calling me baby, oh Boy, you can go'n stop playing games Playing games I know you sayin', ""Hit my line"" I'm on your mind, and that You want this bad So I'm cool with that I'm just tryna match your words with your actions I need more than satisfaction Is you really 'bout that action? Really want to give your all But flex in front of your friends How that work? Swear that you doing the most But we take a picture, can't post it How that work? Quit your talking, back that shit up Won't you say my, say my  So won't you say my name, say my name? If you claim you want me, it ain't no thang You acting kind of shady You ain't been calling me baby, oh Boy, you can go'n stop playing games Playing games  Games, games Games, oh, games We got London on the track13EmbedShare URLCopyEmbedCopy",7,1,de,0.9999949516389146,https://genius.com/Summer-walker-playing-games-lyrics
32,1122,8300,Taylor Swift,Taylor Swift,Cardigan,14,1,"Vintage tee, brand new phone High heels on cobblestones When you are young, they assume you know nothing Sequin smile, black lipstick Sensual politics When you are young, they assume you know nothing  But I knew you Dancin' in your Levi's Drunk under a streetlight, I I knew you Hand under my sweatshirt Baby, kiss it better, I  And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite  A friend to all is a friend to none Chase two girls, lose the one When you are young, they assume you know nothing But I knew you Playing hide-and-seek and Giving me your weekends, I I knew you Your heartbeat on the High Line Once in twenty lifetimes, I  And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite  To kiss in cars and downtown bars Was all we needed You drew stars around my scars But now I'm bleedin'  'Cause I knew you Steppin' on the last train Marked me like a bloodstain, I I knew you Tried to change the ending Peter losing Wendy, I I knew you Leavin' like a father Running like water, I And when you are young, they assume you know nothing But I knew you'd linger like a tattoo kiss I knew you'd haunt all of my what-ifs The smell of smoke would hang around this long 'Cause I knew everything when I was young I knew I'd curse you for the longest time Chasin' shadows in the grocery line I knew you'd miss me once the thrill expired And you'd be standin' in my front porch light And I knew you'd come back to me You'd come back to me And you'd come back to me And you'd come back  And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite142EmbedShare URLCopyEmbedCopy",7,1,de,0.9999949721012235,https://genius.com/Taylor-swift-cardigan-lyrics
33,1131,10366,Taylor Swift,Taylor Swift,Dorothea,1,67,"Hey, Dorothea, do you ever stop and think about me? When we were younger down in the park Honey, making a lark of the misery You got shiny friends since you left town A tiny screen's the only place I see you now And I got nothing but well wishes for ya  Ooh, this place is the same as it ever was Ooh, but you won't like it that way  It's never too late to come back to my side The stars in your eyes shined brighter in Tupelo And if you're ever tired of bеing known for who you know You know that you'll always know me, Dorothea (Uh-uh) Dorothea (Ah-ah)  Ooh, you'rе a queen sellin' dreams, sellin' makeup and magazines Ooh, from you, I'd buy anything  Hey, Dorothea, do you ever stop and think about me? When it was calmer, skipping the prom just to piss off your mom and her pageant schemes And damn, Dorothea, they all wanna be ya But are you still the same soul I met under the bleachers? Well Ooh, I guess I'll never know Ooh, and you'll go on with the show  But it's never too late to come back to my side The stars in your eyes shined brighter in Tupelo And if you're ever tired of being known for who you know You know, you'll always know me, Dorothea (Uh-uh) Dorothea (Ah-ah)  Ooh, ooh Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh-ooh Ooh, ooh Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh Dorothea (Ah-ah-ah) Ah-ah Ooh31EmbedShare URLCopyEmbedCopy",7,1,de,0.9999960594425251,https://genius.com/Taylor-swift-dorothea-lyrics
34,1183,4910,The Weeknd,The Weeknd,Blinding Lights,55,1,"Yeah  I've been tryna call I've been on my own for long enough Maybe you can show me how to love, maybe I'm going through withdrawals You don't even have to do too much You can turn me on with just a touch, baby  I look around and Sin City's cold and empty (Oh) No one's around to judge me (Oh) I can't see clearly when you're gone  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch I said, ooh, I'm drowning in the night Oh, when I'm like this, you're the one I trust Hey, hey, hey  I'm running out of time 'Cause I can see the sun light up the sky So I hit the road in overdrive, baby, oh The city's cold and empty (Oh) No one's around to judge me (Oh) I can't see clearly when you're gone  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch I said, ooh, I'm drowning in the night Oh, when I'm like this, you're the one I trust  I'm just calling back to let you know (Back to let you know) I could never say it on the phone (Say it on the phone) Will never let you go this time (Ooh)  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch Hey, hey, hey Hey, hey, hey  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch243EmbedShare URLCopyEmbedCopy",7,1,de,0.8571377640001221,https://genius.com/The-weeknd-blinding-lights-lyrics
35,1190,6523,The Weeknd,The Weeknd,Scared To Live,1,24,"When I saw the signs, I shoulda let you go (Yeah, yeah) But I kept you beside me And if I held you back, at least I held you close (Yeah) Should have known you were lonely  I know things will never be the same Time we lost will never be replaced I'm the reason you forgot to love  So don't be scared to live again Be scared to live again No, don't be scared to live again Be scared to live again  You always miss the chance to fall for someone else (Uh, uh) 'Cause your heart only knows me They try to win your love, but there was nothing left (Uh) They just made you feel lonely (Hey)  I am not the man I used to be Did some things I couldn't let you see Refuse to be the one who taints your heart So don't be scared to live again Be scared to live again No, don't be scared to live again Be scared to live again (Hey)  I hope you know that, I hope you know that I've been praying that you find yourself I hope you know that, I hope you know that We fell apart, right from the start  I should have made you my only When it's said and done  So don't be scared to live again Be scared to live again I said don't be scared to live again Be scared to live again (Oh)  I hope you know that, I hope you know that I've been praying that you find yourself I hope you know that, I hope you know that We fell apart, right from the start57EmbedShare URLCopyEmbedCopy",7,1,de,0.99999516460395,https://genius.com/The-weeknd-scared-to-live-lyrics
36,1214,7048,Travis Scott,Travis Scott,Goosebumps,35,32,"Yeah 7:30 in the night, yeah Ooh-oooh, ooh  I get those goosebumps every time, yeah, you come around, yeah You ease my mind, you make everything feel fine Worried 'bout those comments I'm way too numb, yeah, it's way too dumb, yeah I get those goosebumps every time, I need the Heimlich Throw that to the side, yeah I get those goosebumps every time, yeah When you're not around (Straight up) When you throw that to the side, yeah (It's lit) I get those goosebumps every time, yeah  7-1-3 Through the 2-8-1, yeah, I'm ridin', why they on me? Why they on me? I'm flyin', sippin' low-key I'm sippin' low-key in Onyx, rider, rider When I'm pullin' up right beside ya Pop star, lil' Mariah When I text a cute game, wildness Throw a stack on the Bible Never Snapchat or took molly She fall through plenty, her and all her ginnies, yeah We at the top floor, right there off Doheny, yeah Oh no, I can't fuck with y'all Yeah, when I'm with my squad I cannot do no wrong Yeah, saucin' in the city, don't get misinformed Yeah, they gon' pull up on you (Brr, brr, brr) Yeah, we gon' do some things, some things you can't relate Yeah, 'cause we from a place, a place you cannot stay Oh, you can't go, oh, I don't know Oh, back the fuck up off me (Brr, brr, brr) I get those goosebumps every time, yeah, you come around, yeah You ease my mind, you make everything feel fine Worried 'bout those comments I'm way too numb, yeah, it's way too dumb, yeah I get those goosebumps every time, I need the Heimlich Throw that to the side, yeah I get those goosebumps every time, yeah When you're not around When you throw that to the side, yeah I get those goosebumps every time  I want to press my like, yeah, I wanna press my I want a green light, I wanna be like I wanna press my line, yeah I wanna take that ride, yeah I'm gonna press my line I want a green light, I wanna be like, I wanna press my— Mama, dear, spare your feelings I'm relivin' moments, peeling more residual (I can) buy the building, burn the building Take your bitch, rebuild the building just to fuck some more (I can) justify my love for you And touch the sky for God to stop, debating war Put the pussy on a pedestal (Ayy) Put the pussy on a high horse That pussy to die for That pussy to die for Peter, piper, picked a pepper So I could pick your brain and put your heart together We depart the shady parts and party hard The diamonds yours, the coupe forever My best shots might shoot forever like (Brr) I get those goosebumps every time, yeah, you come around, yeah You ease my mind, you make everything feel fine Worried 'bout those comments I'm way too numb, yeah, it's way too dumb, yeah I get those goosebumps every time, I need the Heimlich Throw that to the side, yeah I get those goosebumps every time, yeah When you're not around When you throw that to the side, yeah I get those goosebumps every time575EmbedShare URLCopyEmbedCopy",7,1,de,0.8571388702607465,https://genius.com/Travis-scott-goosebumps-lyrics
37,1216,3,Travis Scott,Travis Scott,Sicko Mode,52,1,"Astro, yeah Sun is down, freezin' cold That's how we already know, winter's here My dawg would probably do it for a Louis belt That's just all he know, he don't know nothin' else I tried to show 'em, yeah I tried to show 'em, yeah, yeah Yeah, yeah, yeah Goin' on you with the pick and roll Young La Flame, he in sicko mode  (Woo) Made this here with all the ice on in the booth At the gate outside, when they pull up, they get me loose Yeah, Jump Out boys, that's Nike boys, hoppin' out coupes This shit way too big, when we pull up, give me the loot (Gimme the loot!) Was off the Remy, had a Papoose Had to hit my old town to duck the news Two-four hour lockdown, we made no moves Now it's 4 AM and I'm back up poppin' with the crew I just landed in, Chase B mixes pop like Jamba Juice Different colored chains, think my jeweler really sellin' fruits And they chokin', man, know the crackers wish it was a noose Some-Some-Some-Someone said To win the retreat, we all in too deep Play-Play-Playin' for keeps, don't play us for weak (Someone said) To win the retreat, we all in too deep Play-Play-Playin' for keeps, don't play us for weak  Yeah, this shit way too formal, y'all know I don't follow suit Stacey Dash, most of these girls ain't got a clue All of these hoes I made off records I produced I might take all my exes and put 'em all in a group Hit my eses, I need the bootch 'Bout to turn this function to Bonnaroo Told her, ""Hop in, you comin' too"" In the 305, bitches treat me like I'm Uncle Luke (Don't stop, pop that pussy!) Had to slop the top off, it's just a roof, uh She said, ""Where we goin'?"" I said, ""The moon"" We ain't even make it to the room She thought it was the ocean, it's just the pool Now I got her open, it's just the Goose Who put this shit together? I'm the glue  Someone said Shorty FaceTimed me out the blue Someone said Play-Playin' for keeps Someone said, mother****, someone said Don't play us for weak  Yeah! Astro, yeah, yeah (Tay Keith, fuck these niggas up!) Ayy, ayy  She's in love with who I am Back in high school, I used to bus it to the dance (Yeah) Now I hit the FBO with duffels in my hands I did half a Xan, thirteen hours 'til I land Had me out like a light, ayy, yeah Like a light, ayy, yeah  Like a light, ayy, slept through the flight, ayy Knocked for the night, ayy 767, man, this shit got double bedroom, man I still got scores to settle, man I crept down the block (Down the block) Made a right (Yeah, right) Cut the lights (Yeah, what?), paid the price (Yeah) Niggas think it's sweet (Nah, never), it's on sight (Yeah, what?) Nothin' nice (Yeah), baguettes in my ice (Aw, man) Jesus Christ (Yeah), checks over stripes (Yeah) That's what I like (Yeah), that's what we like (Yeah) Lost my respect, you not a threat When I shoot my shot, that shit wetty like I'm Sheck (Bitch) See the shots that I took (Ayy), wet like I'm Book (Ayy) Wet like I'm Lizzie I be spinnin' Valley, circle blocks 'til I'm dizzy (Yeah, what?) Like where is he? (Yeah, what?) No one seen him (Yeah, yeah) I'm tryna clean 'em (Yeah) She's in love with who I am Back in high school, I used to bus it to the dance Now I hit the FBO with duffels in my hands (Woo) I did half a Xan, thirteen hours 'til I land Had me out like a light (Like a light) Like a light (Like a light) Like a light (Like a light) Like a light  Yeah, passed the dawgs a celly Sendin' texts, ain't sendin' kites, yeah He said, ""Keep that on lock"" I say, ""You know this shit, it's stife,"" yeah It's absolute, yeah (Yeah), I'm back, reboot (It's lit) LaFerrari to Jamba Juice, yeah (Skrrt, skrrt) We back on the road, they jumpin' off, no parachute, yeah Shorty in the back She said she workin' on her glutes, yeah (Oh my God) Ain't by the book, yeah, this how it look, yeah 'Bout a check, yeah (Check), just check the foots, yeah Pass this to my daughter, I'ma show her what it took (Yeah) Baby mama cover Forbes, got these other bitches shook Yeah698EmbedShare URLCopyEmbedCopy",7,1,de,0.9999953160060006,https://genius.com/Travis-scott-sicko-mode-lyrics
38,1247,24,Wham!,Wham!,Last Christmas,19,9,"Ah, aha Ooh, ohh Ohh  Last Christmas, I gave you my heart But the very next day, you gave it away This year, to save me from tears I'll give it to someone special Last Christmas, I gave you my heart But the very next day, you gave it away (You gave it away) This year, to save me from tears I'll give it to someone special (Special)  Once bitten and twice shy I keep my distance, but you still catch my eye Tell me, baby, do you recognize me? Well, it's been a year, it doesn't surprise me  ""Merry Christmas"" I wrapped it up and sent it With a note saying, ""I love you"", I meant it Now I know what a fool I've been But if you kissed me now, I know you'd fool me again Last Christmas, I gave you my heart But the very next day, you gave it away (You gave it away) This year, to save me from tears I'll give it to someone special (Special) Last Christmas, I gave you my heart But the very next day, you gave it away This year, to save me from tears I'll give it to someone special (Special, oh) Oh, oh, baby  A crowded room, friends with tired eyes I'm hiding from you and your soul of ice My God, I thought you were someone to rely on Me? I guess I was a shoulder to cry on  A face of a lover with a fire in his heart A man under cover but you tore me apart Ooh-hoo Now I've found a real love, you'll never fool me again  Last Christmas, I gave you my heart But the very next day, you gave it away (You gave it away) This year, to save me from tears I'll give it to someone special (Special) Last Christmas, I gave you my heart (I gave you my heart) But the very next day, you gave it away (You gave me away) This year, to save me from tears (Ohh) I'll give it to someone special (Special) A face of a lover with a fire in his heart (I gave you my heart) A man under cover but you tore him apart Maybe next year I'll give it to someone, I'll give it to someone special Special... Someone...12EmbedShare URLCopyEmbedCopy",7,1,de,0.9999955677106975,https://genius.com/Wham-last-christmas-lyrics
