,line,corona
745,what if we go back ,False
746,cuando te desesperas,False
747,"it's the don dada, i stand this lamborghini on one wheel",False
748,just across the square,False
749,everything i eat,False
750,"got terrorist disguised, they look like us",False
751,don´t let the fake win,False
752,"we gon' be alright (ay, we believe you)",False
753,"6ix-nina, the 9ine-nina",False
754,small towns are rollin’ up their sidewalks,False
755,i wanna walk the streets again,False
756,and you'll keep on fighting till the end,False
757,you can look for me,False
758,"i know alone, i know alone",False
759,"stars shining in the rolls royce, it got red guts",False
760,"any ho got beef from years ago is beefing by herself, ah, ah",False
761,"as we are, ohh",False
762,there will be better days if we just believe,False
763,what this world needs is a hug,True
764,"tryin' to keep it together, ooh ooh",False
765,that's just one of the reasons i'ma take it so far,False
766,ah,False
767,know what i mean? it's easy,False
768,sleeping through the day and i dream the same (i don't wanna),False
769,in the sun,False
770,this what they been waiting on?,False
771,"took me home, did me long, ate it with the panties on (ugh, ugh, ugh)",True
772,groping it while i'm holding it like a trophy,False
773,so you got a buddy who's heartbroke,False
774,"chips ahoy, i got hoes by the batch (by the batch)",False
775,we paper planin' like a pilot,False
776,"of life on fertile ground, my ancestors put me on game",False
777,found another room in a different place,False
778,"hit the woah for me, the woah for me (the woah)",False
779,throw it in they face every time i hold it up,False
780,so i took a little lick of a klonopin at dinner,False
781,god has not given us a spirit of fear but a power of love and a sound mind,False
782,"children' runnin' through the house to my art, all black",False
783,"oh, tell me are your eyes brown, blue, or green?",False
784,"super clean, spiffy, yeah, out the gutter (gutter)",False
785,"but you can, you can sing",False
786,"keep on throwin' that cash, yeah, yeah, yeah, yeah, yeah",False
787,"oh, but not anymore, we're lookin' at the score",False
788,you could bring down my level of concern,False
789,"you fuck with the ones that fuck with you, what?",False
790,slide on in some corner booth,False
791,"mask for mask, sis",False
792,waking up in california,False
793,"i tell a nigga don't dick ride, don't blick ride",False
794,"uh, uh",False
795,they see me and get excited,False
796,"i won't lose sleep over it, ay (oh no)",False
797,"i know alone (i know alone, i know alone)",False
798,i wanna walk the street again,False
799,i'm right up the road,False
800,"when i'm at the podium, at your throat, holy camoly",False
801,and wake up next to you in glasgow,False
802,singing on,False
803,"demons in my head, i got too many niggas gone",False
804,y así estaría hasta mañana,False
805,so you answer the call,False
806,days get slow like counting cell towers on the road,False
807,"please let this be over, not stuck in a world without end, my friend",False
808,rubber bullets bouncin' off me (ah),False
809,with that lysol and get way back (shh),False
810,we feel like crying,False
811,as we wave outside the window,False
812,"need my haircut, somebody shave her",False
813,"no school, gym closed",False
814,no more pretending,False
815,"who knows when this nightmare will end (marilyn)? like monroe, norma jean (norma jean)",False
816,"when they let us off of lock', man, we gon' make that shit pop",False
817,"num, num, num, num, eat it up, foreplay, okay, three, two, one",False
818,get it now or right now my only two options,False
819,"conversations are empty, ooh ooh",False
820,"six feet, no hugs",True
821,"chill (chill), chill",False
822,we were unaware…,False
823,we don’t have to go out. no.,False
824,"go back, break down the fences",False
825,"that one day, we’ll see",False
826,(d.a. got that dope),False
827,i'm likin' all this team effort,False
828,"i been here since monday, tuesday, wednesday, thursday, friday, saturday",False
829,"hold up, why would i stop?",False
830,"like, fuck, now my name rings out like a sponge mop",False
831,for it won't be long,False
832,tienes ganas de salir,False
833,i'm sick and i'm not gonna cover my mouth next time that i cough 'cause,False
834,"calling all my friends, but they won't pick up",False
835,livin' in this ghost town (woh-oh-oh-oh),False
836,"smoking on that og reefer, no tmz-a",False
837,just a few hours through the night,False
838,"i done been through lot of rough times, it was hard",False
839,from the hand of disease,True
840,there's one true thing i've found,False
841,girls gettin' naked in my swimming pool (yeah),False
842,"human trafficking, racism, police brutality",False
843,"i got nowhere to go, yeah",True
844,ain’t nobody else around,False
845,now i know what zoom is,False
846,daddy was a baptist,False
847,which is what separates my flow from theirs,False
848,say goodbye to the dow,False
849,"but these clouds, they won't go away",False
850,"stay away from me, away from me (away)",True
851,i look out my window,False
852,still beat these mugs,False
853,somebody usher this nigga into a clinic,False
854,heard you voice across the wire,False
855,si no dormimos juntos al menos,False
856,the streetlights only changing,False
857,do i stay or run away and leave it all behind?,False
858,and everyone who's tried to swim for it,False
859,ody-ody-ody-ody-ody-ody-ody (ah),False
860,infected with sars and corona (infected with sars and corona),True
861,that turn to grey,False
862,"tiktok, grubhub",False
863,i've got my nose in the air like a boeing,False
864,"de parte armandito, vamos a darle duro a este virus",True
865,"'round here, we bend but don't break",False
866,and your momma loved to dance,False
867,i was your man about town (woh-oh-oh-oh),False
868,i know,False
869,"uh, flooded (flooded), flooded (flooded), on my wrist, out",False
870,higher than shaq on his tiptoes,False
871,"bought a richard mille, my new watch don't tick",False
872,in these last days,False
873,and we're all in this together now,False
874,"let your kingdom come, let your will be done",False
875,fauci made the call; the quarantine begins…,True
876,"still stackin' my chips, hoes",False
877,no i didn't think i didn't care,False
878,"critical, ain't no time left on the clock",False
879,and if we find ourself later on,False
880,we are all locked away,True
881,"well, it's a mystery, i suppose",False
882,we're not rattled 'cause we shattered all of this before (this before),False
883,"yeah, we were the team to beat",False
884,"it's times like these, time and time again, oh-oh-oh",False
885,just came from the nine mil' that i just got,False
886,and you could bring down my level of concern,False
887,"ptds, don't you tell me you lost me (woo)",False
888,"oh, but you must have a story to tell",False
889,we gon' be alright (yeah),False
890,"body crazy, curvy, wavy, big titties, lil' waist (woah, woah)",False
891,"i didn't drop a tear inside the funeral, i ain't mourn right",False
892,"he's mad, she's mad, big sad",False
893,"so confused, don't know which way to go, ay",False
894,"i'll conquer, time after time (we will conquer)",False
895,and all i know is for sure is you gon’ lock the door,False
896,time after time,False
897,escribir está bien,False
898,are quiet too,False
899,got her at the pole like voting with no clothing,False
900,"you do it for the clout, i make my money sprout, i'm fresher than the dial (yeah)",False
901,"and i don't wanna give, i don't wanna give too much",False
902,man is just a b-word,False
903,but i've come through,False
904,and i can't reach,False
905,it's times like these time and time again,False
906,you  are the champions,False
907,politicians dealin',False
908,"all them bitches scary cats, i call 'em carole baskins, ah",False
909,'cause i can always be grateful,False
910,when the loudest sound,False
911,we're all going through,False
912,"ody-ody-ody-ody-ody-ody-ody (hey, hey, hey, ah)",False
913,"i'm not the one to play with like a touch-me-not, ah",False
914,"i'll be quiet, you'll be quiet too",False
915,"i found love in my bitch, so i don't ask no more",False
916,"fuck all the rest, none them bitches are a nominee",False
917,we'll pick our battles 'cause we know we're gonna win the war (win the war),False
918,"favorite gun a glock, it slipped up, what a month",False
919,comes within six feet,False
920,"he singin' my old song, yellin', ""ass, ass, ass""",False
921,it's the things we can't see that we now fear the most,False
922,are clean and protected,False
923,well i believe the best is yet to come,False
924,it’s hoarded in basements,False
925,quarantine what? i'm just tryna make a buck,True
926,"ooh-ooh, ooh-ooh-ooh, ooh-ooh ooh-ooh",False
927,knowin' the reason i'm up is 'cause i stayed true to this,False
928,i am unstoppable,False
929,i wanna take care you and your friends (yeah),False
930,"play me like a dummy, like bitch, are you dumb?",False
931,(wheezy outta here),False
932,i'll fuck around and pile еight million,False
933,"and if her head too big, i could make that pop",False
934,"oh, livin' in a ghost town (woh-oh-oh-oh)",False
935,"it's a bunch of mini-mes, i'm the one they mockin'",False
936,"yeah, more concerned with blowing up than growing up",False
937,"dayday made that nigga diddy bop, cha-cha-cha-cha-cha",False
938,whatchu gonna let them see?,False
939,so if you come on over to my place,False
940,we don’t have to go out. no…,False
941,gotta defeat covid,True
942,i don’t want a case the rona,True
943,taking breath from their bodies alone,False
944,inside,True
945,"bullying, rape, child molesta-",False
946,seems feeling is crime,False
947,"roll by, my window down, let 'em see who in it",False
948,all the hurt that hinders,False
949,and they want me to stop but why would i stop?,False
950,please don't turn away from me,False
951,"now spray for me, spray for me (spray)",False
952,might be better than where i been,False
953,there's no substitute for love,False
954,"inside the safeway, it's like the eastern bloc",True
955,"shit is getting real, getting real",False
956,i can't be handin' out samples (no way),False
957,"and no one, no one, no one can take that from me",False
958,"here i come on my throne, sittin' high (high)",False
959,doin' anything to win,False
960,thought that's why they called it a high chair (woah),False
961,you do what you can,False
962,"’round here, we bend but don't break",False
963,they're just a friend you ain't met yet,False
964,"g-o-d d-o-a, dead or alive",False
965,"black love, we gon' stay together",False
966,and i don't wanna be modern art,False
967,'cause you are the champions,False
968,"'cause i've been chasin, rat racin'",False
969,doors openin' up for me and now i see,False
970,"where is the husband, everyone’s asking?",False
971,'cause we are the champions,False
972,if there is a load you have to bear,False
973,got no shakes,False
974,until they set us free (free),False
975,"so now you got me, now attention undivided",False
976,"bustdown or plain jane, i got options",False
977,we will shout,False
978,please be very careful with the chlorox wipes… you know…,False
979,lots of folks deserve a big shout-out,False
980,yeah,False
981,"but you can, you can",False
982,"pop that nigga with a hundred shots, ra-ta-ta-ta-ta",False
983,i'ma slide anytime you want,False
984,i'll help you carry on (carry on),False
985,down the phone,False
986,so you know which side that i'm on,False
987,"never chase a corny nigga, put that on my life",False
988,"'cause in the morning everything can change, yeah",False
989,"being black, maybe that's the reason why",False
990,but you like the silence of the wind through the trees,False
991,wake up now,False
992,this hell is far from over,False
993,"i don't jump, i dive in it",False
994,"kids out here dyin', mama hurt, cryin'",False
995,"like trying to fight off a gnat (like trying to fight off a gnat; yeah, yeah)",False
996,"put you in chanel, i'ma teach you how to stunt (on god)",False
997,"kitty cat cat, tell me carole baskin",False
998,"bustin' out my back room, she ain't out to loop",False
999,"don't lose no sleep over it, ay (oh no)",False
1000,we might as well quarantine together,True
1001,baby,False
1002,"running shit, five k, three k, andré (run it, run it, run it)",False
1003,"like claws, i can swing right for your jaw",False
1004,"dilla and pimp c, the triller",False
1005,"keep on throwin' that ass, yeah, yeah, yeah, yeah, yeah",False
1006,"showed you how to get a bag, now you goin' shoppin'",False
1007,granny ain't feelin' too well,False
1008,"got a couple spots (21), and they all owned (21)",False
1009,"ayy, turn your phone off, take your clothes off (21)",False
1010,it's fear,False
1011,and promise me you won't stop,False
1012,"need you to tell me we're alright, tell me we're okay",False
1013,i talk to my neighbor,False
1014,that these bitches on me just like a pop group,False
1015,and fight hard (fight hard),False
1016,go to the head whenever dogs with me die,False
1017,"put your fist up in the air, show black love (show black love)",False
1018,and i'll be your friend (i'll be your friend),False
1019,ooh (it's lit),False
1020,i got around to paintin' that fence,False
1021,"i'ma do like monday, tuesday, wednesday, thursday, friday, saturday",False
1022,it's times like these we give and give again,False
1023,has been gettin' me down on my knees,False
1024,now we been [cardi ?] scared…,False
1025,"i was tired, they didn't realize",False
1026,even on the mountain high or the valley low,False
1027,"hero in my hood, when they dress like me, that's cosplay",False
1028,that often take place,False
1029,across rooftops,False
1030,when the dogwoods start to bloom,False
1031,"grippin' on the wheel, playin' in her pussy",False
1032,"leave it to the double thick thighs, twin sisters",False
1033,joe exotic is a thug,False
1034,"woah, woah, woah",False
1035,i saw a red cross on the hudson,False
1036,to have the nba and the tom hanks,False
1037,diamonds on my neck been going crazy,False
1038,it ain't fair to skype the prom,True
1039,i ain't even mean to go the fuck off,False
1040,"tell me we're okay, i need you",False
1041,"and we're stronger, that's why we're alive",False
1042,"coronavirus, shit is real",True
1043,"keepin’ up all the time, ooh ooh",False
1044,it's a party of one (woh-oh-oh-oh),False
1045,i believe i believe he can,False
1046,and i hope that you don't mind,False
1047,i'm goin' nowhere,True
1048,radical decisions what we always choose,False
1049,we've got a whole damn army,False
1050,but the news has all been bad,False
1051,but we know who we trust,False
1052,"just put it in his face, all this cake, he wanted a taste",False
1053,why? when the universe respond to what i say,False
1054,"i got the liquor, got the food",False
1055,"girl, what did that girl just say, girl?",False
1056,but i only got half a heart,False
1057,"the sidewalks are empty, the bars and cafes too",True
1058,"your knees for me, your knees for me (knees)",False
1059,i can't help but think i haven't felt this way,False
1060,"just in case you want a drink, i got the 1942",False
1061,"when i talk, you better listen",False
1062,hace falta poca cosa,False
1063,got not fever,False
1064,"panic on the brain, world has gone insane",False
1065,it's kind of like the viral superbowl,False
1066,"but you lived paris, france",False
1067,as be miserable all alone,False
1068,feel like a ghost,False
1069,trying stay connected online,False
1070,'til i'm gonna need,False
1071,toilet paper gone,False
1072,said the nail lady went and did her toes wrong,False
1073,"i ain't mr. right, but i'm mr. right now (21)",False
1074,and he charge a hundred-fifty for the verses now,False
1075,honest men and honest women workin' for an honest wage,False
1076,where is all of the toilet paper?,True
1077,"somethin' don't work a couple times, better fix it",False
1078,"i'm a savage, but i fuck her to a slow song (straight up)",False
1079,*hoo!*,False
1080,they come at me with machine guns (at me with machine guns; brr),False
1081,i've done my sentence,False
1082,"ooh girl, i don’t go to work (work)",False
1083,"i, i am a little divided",False
1084,"twerk for me, twerk for me (twerk)",False
1085,tv news is always on,False
1086,but i get a little more sleep,False
1087,stressed out,False
1088,so use disinfectant,False
1089,stream games at 11 but i clap at eight (it's time like these),False
1090,"you need some tlc, we can creep if you want (if you want)",False
1091,"that's why i hence when i write ends up with the mic and pencil gettin' killed (haha, yeah, hold up)",False
1092,i'm supportive of the streets and them people ain't believe in me,False
1093,we don’t have to go out,False
1094,"stand still, don't fight, we know that",False
1095,"hey, all things work together for good",False
1096,words of love in times like these,False
1097,"yeah, i need you now but i don't know you yet",False
1098,nobody was carin' if it's day or night,False
1099,"started with my squad, so i can't chill",False
1100,"i'm present whеn i'm absent, speakin' when i'm not thеre",False
1101,"how you actin' off a case, you'll know if you tell",False
1102,"i wanna walk the streets again, again",False
1103,i've been blind for a while now,False
1104,i skate off to the house and i just locked myself in,False
1105,i'ma slide anytime you want (21),False
1106,"runnin', know they gunnin' 'cause i got the juice",False
1107,to stop the catagient,False
1108,i know alone,False
1109,luego confesamos,False
1110,to our frustration,False
1111,still got that heroin lyrical drip with that morphine and that thorazine,False
1112,suddenly two’s a crowd,True
1113,i frequent are vacant ,False
1114,"febreze for me, febreze for me (febreze)",False
1115,"niggas always wanna chase clout, bitch, i am clout",False
1116,"need you, tell me",False
1117,somebody to lean on,False
1118,and do you like it with sugar and cream?,False
1119,"1942, it ain't no chardonnay (21)",False
1120,everyone worship leader i know,False
1121,"it's jumpin', let it in (ooh)",False
1122,"if i smiled, i would be lying",False
1123,fear tryna rise up,False
1124,"i ain't mr. right, but i'm mr. right now (straight up)",False
1125,you were born in memphis,False
1126,so i sat down and wrote this song,False
1127,"i can't even vote for who i believe in, shit ain't goin' right",False
1128,yes i walked through the streets of dublin,False
1129,hey,False
1130,i just wonder how much this world will have changed,False
1131,but i'm probably gon' jump in the water with her,False
1132,you know damn right you was wrong,False
1133,"solitary diamonds for my dawg inside, he waited, yeah (straight up)",False
1134,the chicken farm from arkansas bought workers ppe,False
1135,watching you stand in between,False
1136,we make it better together we'll make a better life,False
1137,until we find the vaccination,True
1138,and i was scared how that money made me,False
1139,"murder rate just keep on goin' up, it's horrifyin'",False
1140,you are the champions,False
1141,"pull up *cough, cough*",False
1142,"now sleep for me, sleep for me (sleep)",False
1143,"this ain't no walk in the park, you can't slide",False
1144,'cause we know after the night,False
1145,closing down entire nations,True
1146,as be miserable,False
1147,"nigga, that's my shit, don't bite it",False
1148,end of the world,False
1149,if that´s going on ,False
1150,trying to convince the gate agents,False
1151,"if you’re angry about something, let it go",False
1152,cause covid19,True
1153,never let your faith go (yeah),False
1154,"now i'm at the dealership, pickin' out the coupe it is",False
1155,but what else do you do,False
1156,"threw my heart out the window, feelings gone (21)",False
1157,i believe the children still the future,False
1158,making all this money got my screws loose (yeah),False
1159,"just need you to tell me we're alright, tell me we're okay",False
1160,or the queen of all you see,False
1161,i got a little more her,False
1162,i don't really care what they would say,False
1163,sing,False
1164,it's all the little things that make the world go round,False
1165,the young helpin’ the old is really dope,False
1166,botados en el sillón,False
1167,that real ass ain't keep your nigga home,False
1168,"slide over, do the cha-cha",False
1169,see if you can get him on the phone,False
1170,been waking up to a new year,False
1171,"you need some tlc, we can creep if you want (straight up)",False
1172,"can't go to them trenches, it be hot like arizona",False
1173,first thing that i'm gonna do,False
1174,all those things we love so well,False
1175,"i, i'm a street light shining (ooh)",False
1176,people are wondering how long it'll last,False
1177,slip and slide like a waterfall (straight up),False
1178,"co-co-coronavirus, shit is real",True
1179,then i got into a little bit of an argument with her,False
1180,we were so beautiful (woh-oh-oh-oh),False
1181,i'm at the point if i fuck with a lil' ho,False
1182,"fuck this fade and waves, i'ma let it dread all up (dread all up)",False
1183,and let's all have a few,False
1184,"on my teeth, these diamonds twinkle, in her legs a jacuzzi",False
1185,i said your man is just a b-word,False
1186,’cause to be honest half the time the world is getting in the way,False
1187,(sad pony),False
1188,"go figure, me and jigga, fifty 'leven children",False
1189,and i'll drink on facetime if you tempt me,False
1190,take the self-deprecation up your sleeve,False
1191,"mask and gloves, yeah, that's the new fashion",False
1192,let’s go out and get a burger,False
1193,penguins walk down the stairs while i’m handwashin’,False
1194,need peace and reparation for my people (woo),False
1195,probably ain't believe me,False
1196,"if i wasn't me and i would've seen myself, i would have bought me a drink (hey)",False
1197,"the woah for me, the woah for me (the woah)",False
1198,better than me,False
1199,"they said that i wouldn't be shit, i knew only time would tell",False
1200,"but right now i wanna see ladbroke grove empty, you get me?",False
1201,they made it clear,False
1202,(call me) if you ever need a friend,False
1203,it's like trying to fight off a gnat (fight off a gnat),False
1204,always deserves to be remembered,False
1205,"follow my parade, oh, my parade",False
1206,"let's go, it's times like these that we activate",False
1207,shun the appearance of evil i pray,False
1208,"take a swing at us, you better hit hard (hard)",False
1209,they never fade,False
1210,some things never change,False
1211,that you can't carry,False
1212,"for, for it won't be long",False
1213,"drop it down and wobble, wobble up, mami booted up",False
1214,"that's when we show out (yeah), that's when we show y'all (305!)",False
1215,cause there is so much hate,False
1216,"they sick, been hot way before coronavirus",True
1217,"well, i've learned one thing",False
1218,there's no use dying,False
1219,"fuck these laid edges, i'ma let it shrivel up (shrivel up)",False
1220,"ay, hallelujah",False
1221,everybody worried about the things that we are thinking,False
1222,"come hold my hand, hold it tight",False
1223,y me siento muy feliz,False
1224,"y’all know what time it is, c’mon",False
1225,"and when it come to drippin', i be soppin' like a hundred mile an hour",False
1226,love wasn´t meant to hide,False
1227,through the dark clouds,False
1228,so i’m washing my hands,True
1229,"mop for me, mop for me (mop)",False
1230,as be miserable alone,False
1231,so many beds are full ,False
1232,and my goal is to get you to the finish line,False
1233,"i'm a wild light blinding bright, burnin' off alone",False
1234,now let's all buckle up (buckle up),False
1235,and rip it off with one swipe of the paw,False
1236,dije par de bromas par de chistes,False
1237,you’ll be with me 24 hours a day,False
1238,say it with me (i believe that),False
1239,so keep holding on,False
1240,"lean on me, when you're not strong",False
1241,"cops pointin' fingers, they be misidentifyin'",False
1242,trumpets were all screamin',False
1243,this nasty virus,True
1244,"or do you take it straight, oh, just like me?",False
1245,"whole world seen her, baby do your research",False
1246,"look at how i bodied that, ate it up and gave it back (ugh)",False
1247,"you know i'm the hottest, you ain't ever gotta heat me up",False
1248,"oh, woo",False
1249,"tell me we're alright, tell me we're okay",False
1250,"they be speedin', tryna beat me, then they crash, crash, crash",False
1251,now my grass looks like augusta,False
1252,"to fill their broken, empty hearts ",False
1253,i’m in a lockdown,True
1254,holdin' on to a little more me,False
1255,like you took a bite off of that (you took a bite off of that; damn),False
1256,"and i'd be okay, we'll be okay (level of concern)",False
1257,"she get down and gobble, gobble up 'cause my money up",False
1258,although i'll keep my social distance,True
1259,like they just keep getting more extreme,False
1260,"got me riding 'til the sun come, blood on my white 1's",False
1261,you can't touch,False
1262,(now sunday comes and they expect her to shine),False
1263,keep my head close to the ground,False
1264,(let me hear you say),False
1265,"catch a movie, catch a cab",False
1266,"when i come out, it's a sweep, bitches start moppin'",False
1267,just who i got fighting on my side,False
1268,shaking hands is a thing of the past,True
1269,is an act of resistance,False
1270,"talkin' to my dawg, he be actin' like he stuck",False
1271,(we're all in this together),False
1272,'cause them stay-at-home orders seem,True
1273,please don't go outside,True
1274,(metro),False
1275,"(i say, i say, i say, i say, i say, i say, i say, i say)",False
1276,"the battle isn't yours, this belongs to the lord",False
1277,"(turn me up, josh)",False
1278,if we come together hand and hand,False
1279,i got racks on my mind and i can't lose (yeah),False
1280,and then i watch tv (yup),False
1281,but she stay in apartments i got beef at (on god),False
1282,became the voice of the streets and my people ain't believe in me,False
1283,"ha, ha, ha, ha, ha",False
1284,"that ratio so out of control, that waist, that ass, them titties (that waist, that ass, them titties)",False
1285,at home gym fish,False
1286,washing hands and wearing masks,True
1287,i don't know where we're going,False
1288,but not similar to mike vick at all,False
1289,"been humpin' wifey for so long, she got a limp when she walk",False
1290,it might help our prognosis,False
1291,i been to hell and back a few times,False
1292,let me tell you what i believe,False
1293,no you never flinch,False
1294,if we learn to take our trust from man,False
1295,some things never grow,False
1296,"the house that i built (woah, woah, woah)",False
1297,all i could do is preach and i hope you niggas listen,False
1298,so i gotta be patient,False
1299,love your neighbor and your friend,False
1300,"fucked around, left the door open",False
1301,all your stupid friends,False
1302,to give to you,False
1303,"your bestie is a dick sucker, i big dub her",False
1304,quiero que me cuentes,False
1305,"we'll make it better together, we'll make a better life",False
1306,once we were two,False
1307,"and she got that super head, head hunter (hunter)",False
1308,and if he takes his time,False
1309,"two-tone ap watch on, never see me use it for a clock (tick, tock)",False
1310,'cause nights turn into days,False
1311,"vroom, vroom, g5, vroom, vroom, we high",False
1312,"whenever mama say so, mama say",False
1313,i know it's true,False
1314,full of hopeless things,False
1315,i said i,False
1316,tryna watch the words of my mouth and stay on the route,False
1317,'cause we need be taken down,False
1318,feels like the sky might fall this time,False
1319,yes there is isolation,True
1320,"i'm thinking 'bout you, don't worry 'bout us",False
1321,"the dark horse, i'm a knight-mare",False
1322,qué más dá la hora,False
1323,we'll stare down the fear,False
1324,thankful that my head too hard for me to learn my lesson (my head too goddamn hard),False
1325,seems a little less strange,False
1326,i'm a ghost,False
1327,"stimulus check, everybody better cash in",False
1328,but there's about to be a lotta beer in you and i,False
1329,"i can't forget my history, it's her-story",False
1330,and one of your niggas wanna get down on me,False
1331,"never stand alone, you always itchin' for a stamp",False
1332,in shock and disbelief,False
1333,thirty years together,False
1334,i'm at the crib with your ho,False
1335,my hair trigger whenever i get an idea's,False
1336,but don’t let them touch your face,False
1337,the book that i just wrote for myself,False
1338,"so, hold tight the sword, hold fast the sail",False
1339,"you nothin' but a hater, hater, clout chaser",False
1340,"we'll never falter, we will survive (never falter)",False
1341,we could be each other's mistake,False
1342,"no, it’s all bad news",False
1343,put on your mask,True
1344,"bought a penthouse (21), 'cause i'm never home (on god)",False
1345,"i'm the slow stroke king, hit me anytime",False
1346,ody-ody-ody-ody-ody-ody-ody (mwah),False
1347,"yeah, yeah, i'm for us, all black",False
1348,"you're mad i'm back, big mad",False
1349,'cause they ain't got nothing better to do,False
1350,"i put it out, they come in (ooh)",False
1351,"see it in your face, cry baby, bitch, you big sad",False
1352,it might have been something i need,False
1353,so why would i stop?,False
1354,[“now don’t think just cause the stores are closed you can’t get cause you can get it on amazon and barnes&nobles and target and it goes straight to your house know what i’m sayin?”],False
1355,"i'm laying low, they could be espionage",False
1356,"tell me we're alright, tell me we're okay, yeah",False
1357,"jt my aroma, city got corona",True
1358,"i know you don't like me, you wanna fight me",False
1359,pa’ hacer lo que quisieras,False
1360,"i, i'm a new day rising",False
1361,"uh, ey",False
1362,"i might leave the series, come back like i'm rodman",False
1363,in the earth,False
1364,pay it or he never ever drop,False
1365,and everyday so we pray and we will forever fight,False
1366,"everybody with a ""at"" before they name tough",False
1367,but we don't get too close,False
1368,"ancestors on the wall, let the ghosts chit-chat",False
1369,i got hoes on they knees and not tryin' to leave,False
1370,"yeah, to the farmers and the first responders",False
1371,"my flow's still sick, i ain't talkin' a pandemic",True
1372,"if the right shot hit you, that's a one-way ticket",False
1373,we want no flu,False
1374,there is so much in life that is meant for you,False
1375,"she livin' underground, eatin' like a caveman",False
1376,like dylan stay home,True
1377,"twelve? one o'clock at night? face-ass nigga, do i look dumb, stupid or slow?",False
1378,"rule number two, if they all came with you",False
1379,we can survive this,False
1380,"down here, we all understand",False
1381,"i caught a vibe today, was lookin' crazy",False
1382,"i'm from the bottom, i'm that uncut, real raw (yeah)",False
1383,to protect us from our neighbors,False
1384,"buddy lame-lame, he got friend-zoned (on god)",False
1385,and self-serving friends who leave when you are sinking,False
1386,i'll take the last day slow,False
1387,or you may take a solemn vow,False
1388,"them streets bad, streets wicked, streets bad, streets wicked",False
1389,i wonder is he ever gon' stop?,False
1390,"take it as a warning (ah, ah)",False
1391,woke up at the wheel on the edge of town,False
1392,always had the feelin',False
1393,we all need somebody to lean on,False
1394,"follow my parade, oh, black parade",False
1395,hope that you don't mind,False
1396,i picked out the locks 'til i buy out the block,False
1397,(there's) no beds for us to sleep in,False
1398,"now a nigga don't even give a fuck no more, probably think it's easy",False
1399,to the truck drivers shiftin' gears,False
1400,"woah, everything is slow, i begin to floating",False
1401,knows better than me,False
1402,i believe i believe he will,False
1403,whatever it takes,False
1404,streets are all empty,False
1405,"we'll never falter, we will survive",False
1406,"ody-ody-ody-ody-ody-ody-ody (ah, ah, ah)",False
1407,"we got rhythm (we got rhythm), we got pride (we got pride)",False
1408,"upgraded the city, it got a new feeling",False
1409,"i got a hundred point one fever, and we still got bills to pay",False
1410,…cause you can’t come to my house,False
1411,all 50 states with a unified goal,False
1412,i can't sleep at this time,False
1413,"this shit the antidote, this the cure cancer flow",True
1414,and then decides to run in,False
1415,"threw my heart out the window, but",False
1416,"check the boards, i'm still toppin'",False
1417,"i, i'm a one way motorway",False
1418,in an old bathtub ,False
1419,'cause with all this goin' on,False
1420,baby sister reppin' yemaya (yemaya),False
1421,"body crazy, curvy, wavy, big titties, lil' waist (yeah, yeah, yeah)",False
1422,"ain't no hills in the d so we all in the field (woah, woah)",False
1423,"here i come on my throne, sittin' high",False
1424,"oh, you can't break us down",False
1425,"panic on the brain, michael's gone insane",False
1426,between me and the end of the world,False
1427,i seen good movies end bad plenty times,False
1428,bebé,False
1429,i know how to sell narcotics (yeah),False
1430,never let your faith go (ooh),False
1431,i got my mamas in the boondocks,False
1432,"we done rose from the bottom of the map, yeah (uh)",False
1433,"that shit sound like a job, not a family (straight up)",False
1434,we just gotta stay in,True
1435,"they found him dead, he dissed you (woah)",False
1436,"they keep hatin', but still watchin'",False
1437,"he a slave to this pussy, call me master",False
1438,"body crazy, curvy, wavy, big titties, lil' waist (mwah)",False
1439,"yeah, i've been blind for a while now, yeah (let's go)",False
1440,we are warriors,False
1441,but if the going gets rough,False
1442,"we in quarantine (on god), but my m's long (on god)",True
1443,julie starts to make me nervous,False
1444,"as-salam-alam alaykum, you big hater",False
1445,while i jump inside that box and have a field day,False
1446,las noches que pasamos en vela,False
1447,at least six feet,True
1448,i've made more time for fishin',False
1449,no toiler paper…,False
1450,"nothing's the same, this ain't a game",False
1451,i believe we gonna face everything and rise (i believe that),False
1452,all of my best friends,False
1453,"so many dark nights, so many dark days",False
1454,"wave, wave, blow a kiss",False
1455,si,False
1456,whatever you're goin' through,False
1457,"this shit is like child's play, childrеn",False
1458,"me, i'm still money, wrists light up like a lamp",False
1459,"and we could ee-er ee-er, snack size dessert",False
1460,'cause instagram is not enough for me,False
1461,but committed no crime,False
1462,this why god put us here,False
1463,to make you dance,False
1464,how we gonna fare..,False
1465,"how do we really know, ooh ooh",False
1466,"they study nicki style, now all of them wan' mimic",False
1467,"you need some tlc, we can creep if you want (21)",False
1468,wash your hands,True
1469,yes there was silence,False
1470,"spray for me, spray for me (spray)",False
1471,i'll await my trial date 'til then (what?),False
1472,another ambulance screams by,False
1473,time to pay back all the health docs lent me (oh),False
1474,"the 'cat one hundred, you need that?",False
1475,"body crazy, curvy, wavy, big titties, lil' waist (yeah, yeah, woah)",False
1476,"i've been blind for a while now (ayy, i've been blind, hey)",False
1477,"racks, i got 'em, mary, i'm poppin'",False
1478,"pussy so good, i had to sneak back (on god)",False
1479,"left, right, left, right swiping on tinder",False
1480,its grace under fire,False
