,billboard_id,lyrics_id,artist,song,genius_id,lyrics,url,first_appearance,release_date,sentiment_polarity,sentiment_subjectivity
22,8334,1055,Taylor Swift,Seven,5793979,"Please picture me in the trees
I hit my peak at seven
Feet in the swing over the creek
I was too scared to jump in
But I, I was high in the sky
With Pennsylvania under me
Are there still beautiful things?

Sweet tea in the summer
Cross your heart, won't tell no other
And though I can’t recall your face
I still got love for you
Your braids like a pattern
Love you to the Moon and to Saturn
Passed down like folk songs
The love lasts so long

And I've been meaning to tell you
I think your house is haunted
Your dad is always mad and that must be why
And I think you should come live with me
And we can be pirates
Then you won't have to cry
Or hide in the closet
And just like a folk song
Our love will be passed on
Please picture me in the weeds
Before I learned civility
I used to scream ferociously
Any time I wanted
I, I

Sweet tea in the summer
Cross my heart, won’t tell no other
And though I can't recall your face
I still got love for you
Pack your dolls and a sweater
We'll move to India forever
Passed down like folk songs
Our love lasts so long",https://genius.com/Taylor-swift-seven-lyrics,2020-08-08,2020-07-24,0.19676262626262628,0.5033888888888889
23,8338,1057,Taylor Swift,This Is Me Trying,5793975,"I've been having a hard time adjusting
I had the shiniest wheels, now they're rusting
I didn't know if you'd care if I came back
I have a lot of regrets about that
Pulled the car off the road to the lookout
Could've followed my fears all the way down
And maybe I don't quite know what to say
But I'm here in your doorway

I just wanted you to know that this is me trying
I just wanted you to know that this is me trying
They told me all of my cages were mental
So I got wasted like all my potential
And my words shoot to kill when I'm mad
I have a lot of regrets about that
I was so ahead of the curve, the curve became a sphere
Fell behind all my classmates and I ended up here
Pouring out my heart to a stranger
But I didn't pour the whiskey

I just wanted you to know that this is me trying
I just wanted you to know that this is me trying
At least I'm trying

And it's hard to be at a party when I feel like an open wound
It's hard to be anywhere these days when all I want is you
You're a flashback in a film reel on the one screen in my town

And I just wanted you to know that this is me trying
(And maybe I don't quite know what to say)
I just wanted you to know that this is me trying

At least I'm trying",https://genius.com/Taylor-swift-this-is-me-trying-lyrics,2020-08-08,2020-07-24,-0.21037037037037035,0.43425925925925934
24,8341,1058,Taylor Swift,Betty,5793962,"Betty, I won't make assumptions
About why you switched your homeroom, but
I think it's 'cause of me
Betty, one time I was riding on my skateboard
When I passed your house
It's like I couldn't breathe

You heard the rumors from Inez
You can't believe a word she says
Most times, but this time it was true
The worst thing that I ever did
Was what I did to you

But if I just showed up at your party
Would you have me? Would you want me?
Would you tell me to go fuck myself
Or lead me to the garden?
In the garden, would you trust me
If I told you it was just a summer thing?
I'm only seventeen, I don't know anything
But I know I miss you

Betty, I know where it all went wrong
Your favorite song was playing
From the far side of the gym
I was nowhere to be found
I hate the crowds, you know that
Plus, I saw you dance with him
You heard the rumors from Inez
You can't believe a word she says
Most times, but this time it was true
The worst thing that I ever did
Was what I did to you

But if I just showed up at your party
Would you have me? Would you want me?
Would you tell me to go fuck myself
Or lead me to the garden?
In the garden, would you trust me
If I told you it was just a summer thing?
I'm only seventeen, I don't know anything
But I know I miss you

I was walking home on broken cobblestones
Just thinking of you when she pulled up like
A figment of my worst intentions
She said ""James, get in, let's drive""
Those days turned into nights
Slept next to her, but
I dreamt of you all summer long
Betty, I'm here on your doorstep
And I planned it out for weeks now
But it's finally sinkin' in
Betty, right now is the last time
I can dream about what happens when
You see my face again

The only thing I wanna do
Is make it up to you
So I showed up at your party
Yeah, I showed up at your party

Yeah, I showed up at your party
Will you have me? Will you love me?
Will you kiss me on the porch
In front of all your stupid friends?
If you kiss me, will it be just like I dreamed it?
Will it patch your broken wings?
I'm only seventeen, I don't know anything
But I know I miss you

Standing in your cardigan
Kissin' in my car again
Stopped at a streetlight
You know I miss you",https://genius.com/Taylor-swift-betty-lyrics,2020-08-08,2020-07-24,-0.1409340659340659,0.7193223443223443
25,8345,1060,Maroon 5,Nobody's Love,5785261,"You could make a grown man cry
If you ever said ""Goodbye""
Never let you go, oh, I (Never let you go, oh, I)
You could make a grown man cry
If you ever left my side
Never let you go, oh, I (Never let you go, oh, I)

You're the only hand in my back pocket
If you ever left, I'd go psychotic
Heaven, hear me cryin', cryin' (Ooh, ooh, ooh)
Baby, you're the key to my heart, lock it
If you ever left, never unlock it
Lonely like an island, island (Ooh, ooh, ooh)

If my love ain't your love
It's never gonna be nobody's love
I'm never gonna need nobody's love but yours (But yours)
If my love ain't your love
It's never gonna be nobody's love
Never gonna need nobody's touch but yours (But yours)

You could make a grown man cry
If you ever said ""Goodbye""
Never let you go, oh, I (Never let you go, oh, I)
You could make a grown man cry
If you ever left my side
Never let you go, oh, I (Never let you go, oh, I)
You're the only hand in my back pocket
If you ever left, I'd go psychotic
Heaven hear me cryin', cryin' (Ooh, ooh, ooh)
Hit me like a drug and I can't stop it
Fit me like a glove and I can't knock it
I ain't even lyin', lyin' (Ooh, ooh, ooh)

If my love ain't your love
It's never gonna be nobody's love
I'm never gonna need nobody's love but yours (Nobody's, but yours)
If my love ain't your love
It's never gonna be nobody's love
Never gonna need nobody's touch but yours (But yours)

If my love ain't your love, then it's nobody's
Only yours, only yours, not just anybody's
And if you ever leave, then I'm never gon' want
Nobody, nobody's love
If my love ain't your love, then it's nobody's
Only yours, only yours, not just anybody's
And if you ever leave, then I'm never gon' want
Nobody, nobody's love
Nobody's love
Oh, yeah
If my love ain't your love
It's never gonna be nobody's love
I'm never gonna need nobody's love but yours (No, no, but yours)
If my love ain't your love
It's never gonna be nobody's love
Never gonna need nobody's touch but yours (No, no, no, no, but yours)

If my love ain't your love, then it's nobody's
Only yours, only yours, not just anybody's
And if you ever leave, then I'm never gon' want
Nobody, nobody's love
If my love ain't your love, then it's nobody's
Only yours, only yours, not just anybody's
And if you ever leave, then I'm never gon' want
Nobody, nobody's love",https://genius.com/Maroon-5-nobodys-love-lyrics,2020-08-08,2020-07-24,0.2910714285714286,0.6160714285714289
26,8356,1064,Taylor Swift,Epiphany,5793963,"Keep your helmet, keep your life, son
Just a flesh wound, here's your rifle
Crawling up the beaches now
""Sir, I think he's bleeding out""
And some things you just can't speak about

With you I serve, with you I fall down, down
Watch you breathe in, watch you breathing out, out

Something med school did not cover
Someone's daughter, someone's mother
Holds your hand through plastic now
""Doc, I think she's crashing out""
And some things you just can't speak about

Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen

With you I serve, with you I fall down, down (Down)
Watch you breathe in, watch you breathing out, out
With you I serve (With you I serve), with you I fall down (Down), down (Down)
Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out)
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen",https://genius.com/Taylor-swift-epiphany-lyrics,2020-08-08,2020-07-24,-0.11868131868131872,0.3868131868131867
27,8357,1065,Taylor Swift,Peace,5793961,"Our coming-of-age has come and gone
Suddenly this summer, it's clear
I never had the courage of my convictions
As long as danger is near
And it's just around the corner, darlin'
'Cause it lives in me
No, I could never give you peace

But I'm a fire and I'll keep your brittle heart warm
If your cascade, ocean wave blues come
All these people think love's for show
But I would die for you in secret
The devil's in the details, but you got a friend in me
Would it be enough if I could never give you peace?

Your integrity makes me seem small
You paint dreamscapes on the wall
I talk shit with my friends, it's like I'm wasting your honor
And you know that I'd swing with you for the fences
Sit with you in the trenches
Give you my wild, give you a child
Give you the silence that only comes when two people understand each other
Family that I chose, now that I see your brother as my brother
Is it enough?
But there's robbers to the east, clowns to the west
I'd give you my sunshine, give you my best
But the rain is always gonna come if you're standin' with me
But I'm a fire and I'll keep your brittle heart warm
If your cascade, ocean wave blues come
All these people think love's for show
But I would die for you in secret
The devil's in the details, but you got a friend in me
Would it be enough if I could never give you peace?
Would it be enough if I could never give you peace?
Would it be enough if I could never give you peace?",https://genius.com/Taylor-swift-peace-lyrics,2020-08-08,2020-07-24,0.09880952380952382,0.5361111111111111
28,8405,1069,Billie Eilish,My Future,5798642,"I can't seem to focus
And you don't seem to notice I'm not here
I'm just a mirror
You check your complexion
To find your reflection's all alone
I had to go

Can't you hear me?
I'm not comin' home
Do you understand?
I've changed my plans

'Cause I, I'm in love
With my future
Can't wait to meet her
And I (I), I'm in love
But not with anybody else
Just wanna get to know myself

I know supposedly I'm lonely now (Lonely now)
Know I'm supposed to be unhappy
Without someone (Someone)
But aren't I someone? (Aren't I someone? Yeah)
I'd (I'd) like to be your answer (Be your answer)
'Cause you're so handsome (You're so handsome)
But I know better
Than to drive you home
'Cause you'd invite me in
And I'd be yours again

But I (I), I'm in love (Love, love, love, love)
With my future
And you don't know her (Ooh)
And I, I'm in love (Love, love)
But not with anybody here
I'll see you in a couple years",https://genius.com/Billie-eilish-my-future-lyrics,2020-08-15,2020-07-30,0.31666666666666665,0.6138888888888887
29,8773,1093,Travis Scott,The Plan,5881173,"You don't know where we stand
It's true
Know the plan

Last time I wrecked it, last time I whipped around
Last time I did the whippets (Yeah), last time I live reverse (Yeah, yeah, ooh)
Pour the brown, hit the reverend (Yeah), last time I hit your crib (Yeah)
Last time there was no tenants (Ooh, ooh)
I done went back in myself, felt like Hell
Fuck, I risked it, patience sеll (Yeah)
Found you livin', know you thrillin', not for sinnin' (Yeah)
How I got my stripes and pеndants, backin' out in the street (Yeah)
What is wild, let it be, ragers out, gotta eat (Yeah)
Not a vibe (Yeah) but a wave, with the sound by the way
Count it down, by the days (Ooh)
To myself, know they wicked, with the moves (Ooh, ooh)
I'm drinkin', off the juice, know I'm drinkin'
I be smooth, then I lose it, yeah, yeah now

You don't know where we stand (Yeah, yeah, yeah, yeah)
It's true (Yeah, yeah)
Know the plan
Close the opera
Hear the red and blue outside, I think our option's up
I recrossed it 'round the map, I had to line it up
I be swervin' on the waves, it's like a line of us (Yeah, yeah)
Move in 'verse on my turf, I'm outta line, I put in work
I draw the line and cross it first
I need the time, I need to search
It's just like wine, it make it worse
Skrrt, skrrt in the 'Vert, skrrt, skrrt
Ride on land, Boeing jet, make it land
In slow motion when I dance
In your eyes I see your trance
I run away and then you prance (Yeah)
If I show the hideaway would you hide out and let it blam? (Yeah, yeah)
Ain't no time, I'm facin' scams, nah, nah (Yeah)

You don't know where we stand (Yeah, yeah, yeah, yeah)
It's true (Yeah, yeah, ooh-ooh, ooh)
Ooh",https://genius.com/Travis-scott-the-plan-lyrics,2020-09-05,2020-08-22,0.0367003367003367,0.2884259259259259
30,8961,1106,Lil Durk,The Voice,5926814,"(Turn me up, Josh)

I was goin' through that pain alone
I was goin' through that phase alone
We all change, you say I change alone
Sleepless nights, barely changin' clothes
You know damn right you was wrong
I was tired, they didn't realize
Certain vibes, it don't feel right
Plenty nights got me traumatized
Why they lie? I do love my guys
You lookin' crazy, know the trenches raised me
I'm Durkio, but I'm Chicago JAY-Z
And I was scared how that money made me
I caught a vibe today, was lookin' crazy
Money ran low, right? Felons can't vote, right?
I can't even vote for who I believe in, shit ain't goin' right
I didn't drop a tear inside the funeral, I ain't mourn right
And I nut in all the hoes I fuck, I blame the porn site

Please don't turn away from me
I got enough on my plate tryna turn away, tryna turn away
Became the voice of the streets and my people ain't believe in me
I'm supportive of the streets and them people ain't believe in me
Quarantine what? I'm just tryna make a buck
Talkin' to my dawg, he be actin' like he stuck
Favorite gun a Glock, it slipped up, what a month
Throw it in they face every time I hold it up
Granny ain't feelin' too well
Shootout with the police, I ain't goin' to jail
How you actin' off a case, you'll know if you tell
I know a nigga from the hood, he'll serve with no scale
Watchin' Bands make a play, I seen him score in the mail
Gave him thirty-nine years, I heard him cry in the cell
Even though I'm gettin' big, I bought a MAC through my Zelle
Took a picture on my block, they think I'm back in the field

Please don't turn away from me
I got enough on my plate tryna turn away, tryna turn away
Became the voice of the streets and my people ain't believe in me
I'm supportive of the streets and them people ain't believe in me",https://genius.com/Lil-durk-the-voice-lyrics,2020-09-19,2020-09-04,0.04910714285714285,0.5702380952380952
31,8996,1114,Big Sean,Why Would I Stop?,5917242,"Yeah, woah
This what they been waiting on?
Critical, ain't no time left on the clock
When it's your time, give 'em something to watch
I picked out the locks 'til I buy out the block
And I know I'm a gift but I think out the box

And they want me to stop but why would I stop?
Huh? I am unstoppable
Hold up, why would I stop?
Bitch, why would I stop?
Chill (Chill), chill
I don't jump, I dive in it
Hold up, hold up, hold up
This the reason I'm alive, ain't it?

This shit the antidote, this the cure cancer flow
Stop a pandemic and the globe
The product of old 'Ye chopping up the sample flow
Dilla and Pimp C, the triller
This shit might go too trill for Triller though (Woah)
I see you critical, I'm the hospitable
Favorite rappers, I done cut they umbilicals (Cut)
Rеd Wings jersey B.I.G., look like Pac
Thе blacker the berry, more they wan' see it rot (Rot)
I'm going down as one of the gods
G-O-D D-O-A, dead or alive
I'm laying low, they could be espionage
This ain't no walk in the park, you can't slide
Solution to everyone one else 'round me problems
Next episode, got the whole fucking world watching
I might leave the series, come back like I'm Rodman
Get it now or right now my only two options
So why would I stop?
I am unstoppable
Hold up, why would I stop?
Bitch, this shit unstoppable
Chill (Chill), chill
I don't jump, I dive in it
Hold up, hold up, hold up
This the reason I'm alive, ain't it?

The DJ gon' drop this, we made it from scratch
I'm mindin' my business and all of it's black
My dawg on the same way, the mode is attack
I don't complain about life, I adapt
I'm at the point if I fuck with a lil' ho
It's not just a fling, it's a scandal (On God)
I can't be handin' out samples (No way)
I can't be havin' ten baby mamas
That shit sound like a job, not a family (Straight up)
And I do this shit for the family (Straight up)
Yeah, that's just the roots I had planted (On God)
D2, this shit the new standard (Grr)
Upgraded the city, it got a new feeling
The house that I built (Woah, woah, woah)
House in the hills
Ain't no hills in the D so we all in the field (Woah, woah)
Running shit, five K, three K, André (Run it, run it, run it)
Hero in my hood, when they dress like me, that's cosplay
Give a fuck 'bout a threat, nigga
I'm a threat leaving out the driveway (Swerve-swerve-swerve-swerve)
I never listen to what the odds say
Why? When the universe respond to what I say
(I say, I say, I say, I say, I say, I say, I say, I say)
(I say, I say, I say, I say, I say, I say, I say, I say)",https://genius.com/Big-sean-why-would-i-stop-lyrics,2020-09-19,2020-09-04,-0.03753283753283753,0.4882571132571134
32,9194,1134,DaBaby Featuring Young Thug,Blind,5831408,"Yeah, yeah, yeah
I've been blind for a while now

I just got the key, they let me in, no ID
Doors openin' up for me and now I see
I've been blind for a while now
I've been blind for a while now (Ayy, I've been blind, hey)

Every single goddamn day, a nigga think he next to leak it (Next to who?)
Tomatoes, mustard, mayonnaise
Nigga better catch up, catch up, catch up, catch up (Yup, yup, yup)
Thankful that my head too hard for me to learn my lesson (My head too goddamn hard)
'Cause the way I did it worked out fine, ooh, God you blessed me (Amen)
Probably ain't believe me
Know a nigga went through hell and back, now he finally on the TV (Yeah)
Now a nigga don't even give a fuck no more, probably think it's easy
Let you know it ain't easy
I fuck her like a Bathing Ape, she run from the dick like a cheetah (Go)
Two-tone AP watch on, never see me use it for a clock (Tick, tock)
They see the way he fuckin' up the charts (Hmm)
I wonder is he ever gon' stop?
And he charge a hundred-fifty for the verses now
Pay it or he never ever drop
They noticed that a nigga music versatile
Wonder if he ever goin' pop? (Go)
I just got the key, they let me in, no ID
Doors openin' up for me and now I see
I've been blind for a while now (Blind)
I've been blind for a while now (Blind)
Let's go
I just got the key, they let me in, no ID
Doors openin' up for me and now I see
I've been blind for a while now
I've been blind for a while now

Yeah
I've been quarantined, livin' with my kiddies
Tryna teach me how to cha-cha, woah
Fucked around, left the door open
Now they know that they can't stop me
Don't place me in no cop car
Yeah, I'm off probation, so it's gas I blow
I found love in my bitch, so I don't ask no more
I can really sit back, ain't gotta pass no dough
All of my brothers get loot, I don't got ride with pistols (Yeah)
They found him dead, he dissed you (Woah)
PTDS, don't you tell me you lost me (Woo)
Fuck all the rest, none them bitches are a nominee
Go to the head whenever dogs with me die
Got me riding 'til the sun come, blood on my white 1's
I just got the key, they let me in, no ID
Doors openin' up for me and now I see
I've been blind for a while now (Blind)
Yeah, I've been blind for a while now, yeah (Let's go)
I just got the key, they let me in, no ID
Doors openin' up for me and now I see
I've been blind for a while now
I've been blind for a while now (Yeah)",https://genius.com/Dababy-blind-lyrics,2020-10-03,2020-08-04,-0.1857142857142857,0.5719155844155845
33,9309,1148,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now,6017383,"(Metro)

I'ma slide anytime you want
Put you in Chanel, I'ma teach you how to stunt (21)
Slip and slide like a waterfall
You need some TLC, we can creep if you want (21)

Ayy, turn your phone off, take your clothes off (21)
I'm a savage, but I fuck her to a slow song (21)
Turn the lights down (21), lay the pipe down (21)
I ain't Mr. Right, but I'm Mr. Right Now (Straight up)

She want me to fuck her to Beyoncé (Straight up)
But I don't treat her like she my fiancé (On God)
Make that thing sing like Sade (21)
1942, it ain't no Chardonnay (21)
In a Lam' truck (Yeah), with my Richard on (Yeah)
Got a pretty girl (21), that I'm feelin' on (21)
We in quarantine (On God), but my M's long (On God)
Buddy lame-lame, he got friend-zoned (On God)
Got a couple spots (21), and they all owned (21)
Bought a penthouse (21), 'cause I'm never home (On God)
Threw my heart out the window, feelings gone (21)
Threw my heart out the window, but
I'ma slide anytime you want (21)
Put you in Chanel, I'ma teach you how to stunt (On God)
Slip and slide like a waterfall (Straight up)
You need some TLC, we can creep if you want (Straight up)

Ayy, turn your phone off (Straight up), take your clothes off (Straight up)
I'm a savage, but I fuck her to a slow song (Straight up)
Turn the lights down (Straight up), lay the pipe down (Straight up)
I ain't Mr. Right, but I'm Mr. Right Now (21)

Turn your phone off, take your clothes off
I'm a sav', but I fuck her to a slow song
Said the nail lady went and did her toes wrong
Said her last man was always playin' Drake songs
Yeah, cellphones out when I roll up
Yeah, the nigga had a problem 'til I showed up
Everybody with a ""at"" before they name tough
Yeah, more concerned with blowing up than growing up
Yeah, said she wanna fuck to some SZA, wait
'Cause I used to date SZA back in '08
If you cool with it, baby, she can still play
While I jump inside that box and have a field day
I'm the slow stroke king, hit me anytime
And my goal is to get you to the finish line
I seen good movies end bad plenty times
So let me finish strong, girl
I'ma slide anytime you want
Put you in Chanel, I'ma teach you how to stunt (On God)
Slip and slide like a waterfall
You need some TLC, we can creep if you want (If you want)

Ayy, turn your phone off (Straight up), take your clothes off (Straight up)
I'm a savage, but I fuck her to a slow song (Straight up)
Turn the lights down (Straight up), lay the pipe down (Straight up)
I ain't Mr. Right, but I'm Mr. Right Now (21)

She want me to fuck her to some Keith Sweat (21)
But she stay in apartments I got beef at (On God)
Pussy so good, I had to sneak back (On God)
Hit her with my Glizzy, boy, I keep that
You fuck with the ones that fuck with you, what?
The niggas—, the bi—, the dumb-ass bitches wanna come up and lay up and give you pussy at, what?
Twelve? One o'clock at night? Face-ass nigga, do I look dumb, stupid or slow?
Nigga, please, what the fuck is you talkin' 'bout?
Just like you wanna stick a dick up in me, I want some motherfuckin' money
And don't get in your motherfuckin' feelings when you see me in the motherfuckin' club randomly
And one of your niggas wanna get down on me
And I wanna give them some pussy 'cause they gave me some money
Know what I mean? It's easy",https://genius.com/21-savage-and-metro-boomin-mr-right-now-lyrics,2020-10-17,2020-10-02,-0.0431856622430393,0.4870055945875618
34,9633,1182,Jack Harlow,Tyler Herro,6082744,"Yeah

The ones that hate me the most look just like me
You tell me what that means
Make a slick comment and see what that brings
I seen it go down, we can reenact things
Extreme like BMXing
These boys pussy and they PMSing
People in the city see the movement occurring
And say, ""My God, I wanna be in that scene""
Damn right, you wanna be in this scene
She at the video tryna be in this scene
Used to fantasize 'bout bein' this seen (Seen)
Bluegrass girl, but she got big dreams
Can't touch me, I got instincts
Locked in the house, but I'm plottin' things
I brought a gang to the party with me
Five white boys, but they not NSYNC (Yeah, woo)

Fuck what y'all think
Fuck everything that you say about me
My dawgs like to play Madden and 2K
But one thing they don't do is play about me
My homeboy Tyler, he play in South Beach
He told me this summer he gon' fix my jumper
I told Boi-1da that we might got a thumper
I been tryna pop, now I'm on like Shumpert (Yeah, yeah, yeah, yeah)
Now they on my bumper
Green room chock-full of all my comforts
Hotel room like heaven on earth
Got angels in my bed with some all-white covers
Ace Pro, Nemo, Lucci and Quiiso, Shloob, Clay, 2for
And I got a few more I call my brothers
I got a lot of flows and they all like butter, ooh (Ah)
You know what that means
I came home nice, but I'm goin' back mean
I'm 'bout to globe-trot when they know a vaccine
Mothafuckers act lost, but they know exactly what's goin' on
Made a mil' and I don't know what to blow it on
I tell the critics, ""Shut up,"" like my show is on
Gave a T-shirt to her, said, ""Throw it on""
She one of many high school classmates I'm growin' on (Growin' on, growin' on)
My peers ain't poppin', they don't know what's goin' wrong
Y'all well dressed, but you ain't got soul and you just can't sew it on
I'm tryna tell y'all boys, I got a few songs I could sell y'all boys
I tried it back then, it was, ""Hell nah, boy"" (Nah)
Now I'm in a box like a Kellogg's toy (Like a, like a, ooh)
The ones that hate me the most look just like me (Like me)
You tell me what that means
Make a slick comment and see what that brings
I seen it go down, we can reenact things (Let's do it)
Extreme like BMXing
These boys pussy and they PMSing (Woo)
People in the city see the movement occurring
And say, ""My God, I wanna be in that scene"" (That's right)
Damn right, you wanna be in this scene
She at the video tryna be in this scene (Scene)
Used to fantasize 'bout bein' this seen
Bluegrass girl, but she got big dreams
Can't touch me, I got instincts
Locked in the house, but I'm plottin' things
I brought a gang to the party with me
Five white boys, but they not NSYNC (No, they not NSYNC, no, they not NSYNC)

Word to JT, no, they not NSYNC
Word to JT, no, they not NSYNC
No, they not NSYNC, no-no
No, they not NSYNC, oh-oh, oh-oh, oh-oh, oh-oh",https://genius.com/Jack-harlow-tyler-herro-lyrics,2020-11-07,2020-10-22,-0.032466717869943686,0.4520135688684076
35,9797,1209,DJ Chose Featuring BeatKing,Thick,5908007,"(Ain't that DJ Chose over there?)
(Look like DJ Chose)

What's up, Bri? (What's up, Bri?)
What's up, Ki? (Ayy, Ki)
What's up, Lisa?
Damn, I want all three (Come here), ooh
Ashley (Ayy), ooh, Ashley (Ayy)
I get hard when she walk past me (Look at that ass)
'Cause she thick (Thick)
Thi-thi-thi-thi-thi-thick (Thick)
Thi-thi-thi-thi-thi-thick (Thick)
Thi-thi-thi-thi-thick
She make me stutter
And her friends
They thi-thi-thi-thi-thi-thick (Thick)
Thi-thi-thi-thi-thi-thick (Thick)
Thi-thi-thi-thi-, fuck, I want all of 'em

Yeah, runnin' 'round the trap right now with a hundred bands on me, I be lookin' like a brick, yeah
Ring around the rosie, I been ridin' with the 40, if you play, you gon' feel that stick, yeah
Pull up to the red light, shawty walk by, lookin' good, shawty lookin like a lick, uh
Ass in the back like a cake with thе ice cream shake, banana split
Pull up to thе light and I told her whoop-whoop, pull over, that ass too fat
Tell your boyfriend you don't want him no more, you found you a **** with some racks (A gentleman, hmm)
Open your door (Hmm)
Take you to the store (Hmm)
Let you buy what you want (Hmm), yeah
I like NeNe 'cause she bad
I like Tay, she got that ass
I like Neisha, she got cash
We go out, sometimes she spazz
What's up, Bri? (What's up, Bri?)
What's up, Ki? (Ayy, Ki)
What's up, Lisa?
Damn, I want all three (Come here), ooh
Ashley (Ayy), ooh, Ashley (Ayy)
I get hard when she walk past me (Look at that ass)
'Cause she thick (Thick)
Thi-thi-thi-thi-thi-thick (Thick)
Thi-thi-thi-thi-thi-thick (Thick)
Thi-thi-thi-thi-thick
She make me stutter
And her friends
They thi-thi-thi-thi-thi-thick (Ooh)
Thi-thi-thi-thi-thi-thick (Ooh)
Thi-thi-thi-thi-, fuck, I want all of 'em (Man, BeatKing)

What's up, Shay? What's up, Linn?
I hit it raw, she see me in public like, ""What's up, friend?""
She talk too much, but I still hit
'Cause she a fool on that d-d-d-d-d-d-d-d-d-d-d-d-d-dick
Pop that ass, throw it
Kill the pussy, COVID
Spread them legs, don't close it
I'm not lame, I'll never expose ya, huh
Just had a baby, tryna cut the lights off
Bitch, fuck them stretch marks, bend it over right now
What's up, T?
You smash my partner, you can't start a relationship with me
Club Godzilla, I can't smash no duck for free
Get that bread, get that head
Then leave, where my keys?
What's up, Bri? (Hold up, bitch)
What's up, Ki? (Club God)
What's up, Lisa?
Damn, I want all three (Come here), ooh
Ashley (Ayy), ooh, Ashley (Ayy)
I get hard when she walk past me (Look at that ass)
'Cause she thick (Thick)
Thi-thi-thi-thi-thi-thick (Thick)
Thi-thi-thi-thi-thi-thick (Thick)
Thi-thi-thi-thi-thick
She make me stutter
And her friends
They thi-thi-thi-thi-thi-thick (Thick)
Thi-thi-thi-thi-thi-thick (Thick)
Thi-thi-thi-thi-, fuck, I want all of 'em

(Ain't that DJ Chose over there?)
(Look like DJ Chose)",https://genius.com/Dj-chose-and-beatking-thick-lyrics,2020-11-14,2020-07-10,-0.15438906331763474,0.4712214372928661
36,9834,1211,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again",What That Speed Bout!?,6126650,"(EarDrummers)
It's the motherfuckin' queen (30, you a fool for this one)
NBA YoungBoy, let's go (Pull up and we live for it, yeah)
Oh-oh, mmm, rrr (Mike WiLL, Mike WiLL)

Can't do buying all the bottles, that you can't do
'Posed to be shining, but she notice that my chain do
Late night sex, I wanna see what that mouth do
Yeah, bounce that ass, do it how your mama taught you
Real made nigga from the trenches, do no pimpin'
I got seven figures bouncin' in the car, it look like switches, uh
Let's have a drink out, after that, we can leave out
I leave the club, drivin' fast, baby, what that speed 'bout?

If you keep it real, say your needs, I'll pay the cost
Tеn thousand for her to go shopping, ain't nothin' to worry 'bout
If it's a problem, get it poppin', blow thе curb out
I spend the whole day wit' you, layin' in the loft
Not one, not two
Girl, you, I wanna see you take it off
Yeah, I'm everything you heard 'bout
Tryna see what your world 'bout, word of mouth
Can't do buying all the bottles, that you can't do
'Posed to be shining, but she notice that my chain do
Late night sex, I wanna see what that mouth do
Yeah, bounce that ass, do it how your mama taught you
Real made nigga from the trenches, do no pimpin'
I got seven figures bouncin' in the car, it look like switches, uh
Let's have a drink out, after that, we can leave out
I leave the club, drivin' fast, baby, what that speed 'bout?

Ayo, throw that bag, I'm a bad lil' bitch, nigga
Got every ex nigga mad and they big bitter
Diamonds on the chain, blingin' off my tits, nigga
I hit his phone, he gon' curve her like a pitch, nigga (Ooh)
Word to me, pussy good, so he been hooked (Mmm)
If he got seen out with me, it's a big look
Word to Pop, body smokin' like a big blunt
Some big dick only thing that a bitch want
Left the lot with a big body, thick thot
All my niggas in the spot, you could get got
This that .40 vaccine, you could get shot
Since you wanna be stuntin' like a big shot (Brr)
This that pretty little joint from the southside
Fuck a quarantine, all my niggas outside
If I'm sittin' on your face, keep your mouth wide
Nigga, go hard, but be gentle with my chocha
Can't do buying all the bottles, that you can't do
'Posed to be shining, but she notice that my chain do
Late night sex, I want see what that mouth do
Yeah, bounce that ass, do it how your mama taught you
Real made nigga from the trenches, do no pimpin'
I got seven figures bouncin' in the car, it look like switches, uh
Let's have a drink out, after that, we can leave out
I leave the club, drivin' fast, baby, what that speed 'bout?

Skrrt, vroom, she tell me ""Face it,"" I face it
I say ""This metal that you ridin', please cherish, don't break it""
You wanna be my girl? Be real, you get put in that placement
I'm in here with my boy Mike WiLL
I meant to say that's who made it (Mike WiLL Made-It)
Uh, ooh, came through swervin' through
In a brand new coupe, with some Forgiato shoes
Real nigga, Blues Clues
If you sleep on that money, then you lose
I don't snooze, you a fool, I'm the truth

Can't do buying all the bottles, that you can't do
'Posed to be shining, but she notice that my chain do
Late night sex, I want see what that mouth do
Yeah, bounce that ass, do it how your mama taught you
Real made nigga from the trenches, do no pimpin'
I got seven figures bouncin' in the car, it look like switches, uh
Let's have a drink out, after that, we can leave out
I leave the club, drivin' fast, baby, what that speed 'bout?
(EarDrummers)",https://genius.com/Mike-will-made-it-nicki-minaj-and-youngboy-never-broke-again-what-that-speed-bout-lyrics,2020-11-21,2020-11-06,-0.0021431419457735245,0.447049441786284
